transaction_id,compte_id,date_id,montant,type_transaction
93557,1942,3743,2033.59,paiement
90266,1059,3851,-4594.79,dépôt
74020,2722,863,9397.05,virement
41046,992,2713,7017.12,dépôt
36763,2308,3064,6955.78,prélèvement
88941,1794,192,1277.69,retrait
69268,1733,2618,8145.92,virement
21072,1446,3056,1163.97,prélèvement
72164,240,952,1777.61,retrait
60342,935,3159,8606.12,prélèvement
10334,967,1867,7902.3,paiement
45001,963,3371,-2980.67,retrait
28693,2891,430,-965.17,virement
55964,1229,1612,-1397.23,virement
10492,2714,2289,-4576.16,prélèvement
71026,1593,3479,9920.13,dépôt
55350,751,2213,6362.21,retrait
25394,3279,2015,529.59,paiement
13324,3071,3279,844.6,dépôt
91956,2224,3083,-212.21,prélèvement
50896,1978,3868,-4757.94,prélèvement
66087,882,3116,3445.22,dépôt
90392,3208,1827,7215.93,paiement
18986,1287,3240,3976.15,dépôt
62883,2854,865,5916.08,virement
12963,2215,2387,6876.79,paiement
69273,2177,2199,1328.01,retrait
35119,1255,2789,6599.11,retrait
77563,3205,2937,9051.42,paiement
48186,1926,1033,7943.21,dépôt
87879,704,1651,-747.83,virement
58280,3282,2147,6098.64,dépôt
90289,748,218,-3698.43,retrait
78340,1192,1758,4275.01,retrait
11753,1378,1177,-2704.34,dépôt
58955,2208,1609,3193.35,virement
72838,2696,640,2378.25,prélèvement
36702,1469,1700,9213.32,virement
74947,184,1697,-2985.61,retrait
40197,2227,3525,7189.19,virement
42759,220,828,7996.12,virement
25508,1266,306,-1179.25,virement
26109,3797,2862,4195.69,prélèvement
52279,2929,3912,2905.71,paiement
87478,3892,3806,1547.46,retrait
24156,2797,1700,7388.82,dépôt
45329,2599,1304,-2425.98,paiement
77396,2233,230,-4065.58,paiement
88919,2473,1516,-1064.14,retrait
84856,2396,641,-1576.33,paiement
24319,338,3244,-414.4,paiement
25086,1722,934,-4694.44,prélèvement
43873,605,2182,-1675.17,retrait
20517,2504,1152,5444.42,paiement
98453,708,2929,3020.48,paiement
26281,3931,3807,7208.63,prélèvement
14852,625,3537,-3725.22,virement
38930,2800,2614,7430.05,dépôt
15858,3585,2020,5121.0,prélèvement
88813,330,156,-2405.2,prélèvement
98934,2934,1353,5306.78,virement
19742,159,502,-693.95,virement
50519,1634,212,7502.1,retrait
82103,3975,2442,316.78,dépôt
34444,1434,3160,5383.03,retrait
16635,1613,1717,2211.03,retrait
75213,2390,2388,7877.03,paiement
48194,577,2770,1660.69,virement
63282,17,2241,2256.24,dépôt
87690,1077,3089,1538.92,dépôt
14753,784,939,-4936.32,retrait
62994,1683,3555,-4454.07,paiement
74625,455,850,1952.16,virement
91364,910,768,-1725.22,prélèvement
98807,2251,3271,9097.69,retrait
53232,3818,1985,7539.73,paiement
97526,1189,1120,6334.91,paiement
89445,1993,944,-2490.83,prélèvement
37486,838,1183,-1128.52,prélèvement
41777,3582,1787,-4101.98,retrait
80082,1852,758,-1355.5,virement
97729,2236,780,7637.46,virement
30965,952,3835,-3672.45,paiement
24340,3598,3648,-3263.37,dépôt
97243,2410,3446,-3491.77,retrait
26317,993,3126,-2083.3,paiement
20358,2926,363,4760.44,paiement
70353,678,1638,-3016.93,prélèvement
58778,606,3632,-1527.76,virement
78446,871,404,9042.69,virement
55511,2330,2825,-2240.15,prélèvement
36598,60,3369,4445.21,prélèvement
43498,905,1624,-1573.14,paiement
84537,1165,3066,1442.63,retrait
28424,1861,1830,-3807.39,retrait
84968,2938,1767,1479.45,retrait
41947,3235,1693,-4150.2,virement
42252,1092,3443,2027.84,retrait
15362,1165,762,3239.26,prélèvement
69000,2342,2887,4103.53,prélèvement
98835,363,400,-4420.63,paiement
39573,2681,1528,7370.25,virement
14370,2160,3197,1348.14,prélèvement
10350,3885,3157,6629.25,prélèvement
66721,1091,2989,5698.76,virement
23835,911,3242,-691.66,virement
19660,2249,1874,8577.09,prélèvement
69033,2032,2646,-1011.45,prélèvement
45537,2596,28,8415.93,prélèvement
29687,1529,1135,6403.93,virement
93518,1047,544,-3361.62,virement
69741,2199,1267,7780.44,virement
75562,362,1626,1490.3,prélèvement
90578,1225,178,6520.63,prélèvement
43868,1968,3410,7110.62,retrait
12477,1634,1386,-1242.03,paiement
46105,1985,3918,694.15,retrait
41069,1965,3137,6066.54,dépôt
61369,522,3735,2191.84,prélèvement
86871,504,3417,-3465.54,retrait
82995,491,3050,-4924.45,paiement
26867,2011,2417,-4830.47,prélèvement
44793,2752,3657,9599.57,virement
18170,2398,1026,-131.17,dépôt
54320,1837,2454,4472.97,paiement
49299,265,406,4248.1,retrait
23011,2338,542,548.78,retrait
24279,3354,1644,7085.75,retrait
67551,734,3242,9585.71,virement
74893,463,2875,1768.82,paiement
16831,2590,3793,-2648.86,dépôt
77212,719,3342,84.62,paiement
36359,1327,3498,4027.3,prélèvement
60305,2440,2567,-4034.77,virement
71878,2080,682,-2834.0,virement
70864,2322,3982,6875.23,prélèvement
93900,1260,1939,9326.05,prélèvement
65227,1385,2657,3071.81,prélèvement
60776,2098,3515,6476.19,retrait
24554,3365,570,-2909.79,paiement
26310,3151,3652,6357.65,dépôt
94077,205,2917,5892.32,prélèvement
91536,3066,2004,-36.55,prélèvement
90844,15,922,747.39,retrait
85995,2254,3896,6938.12,retrait
63626,2426,3440,-3444.2,virement
37856,1161,3705,6444.56,virement
76713,1251,2860,-276.86,virement
95389,418,693,-1238.57,paiement
79320,302,1624,9242.84,retrait
49235,1266,3675,8946.52,paiement
91849,902,598,5264.18,virement
31242,1318,718,-3455.1,virement
91167,2409,2825,-4787.31,virement
72367,3841,886,5403.89,paiement
73628,680,565,-3858.77,paiement
68525,2699,324,7226.3,dépôt
38724,784,65,3559.9,paiement
91518,911,1904,2943.72,dépôt
67709,2280,746,-3734.7,paiement
65454,1463,3087,2773.39,retrait
67684,3495,1695,9522.47,prélèvement
94747,3803,167,-3730.86,virement
54518,997,2699,4247.72,virement
60876,1808,2994,-3523.65,prélèvement
84467,1808,117,3600.48,retrait
51330,499,2142,8825.91,retrait
15501,349,2643,53.46,virement
92521,3356,2126,836.66,paiement
73307,2557,1155,-3287.77,retrait
76420,1923,530,6861.52,dépôt
89268,3990,3909,8810.87,dépôt
55652,38,625,-2140.76,paiement
52636,2678,3186,-4411.68,retrait
20028,2885,975,7138.0,paiement
60445,2322,2055,3438.45,paiement
27399,2829,1604,8229.98,retrait
51806,2969,313,2522.56,retrait
68826,259,36,840.17,virement
52150,1982,663,-4362.5,dépôt
73110,2068,3646,3982.9,virement
21996,2759,3442,255.28,prélèvement
29222,3786,917,-3435.34,prélèvement
56830,2293,130,5766.89,prélèvement
63293,198,3258,-2401.77,paiement
94535,978,1192,-3644.37,paiement
65120,1563,2638,678.17,virement
31167,2428,804,5183.42,paiement
23229,3915,2321,3293.47,virement
87293,3576,573,6033.12,virement
32268,3074,2976,9128.2,paiement
10063,3650,3188,-4734.88,prélèvement
98638,3928,3238,1482.14,prélèvement
32942,3284,3885,-1522.4,paiement
87111,3391,2025,855.11,virement
82907,3053,1586,7386.46,virement
96486,1026,1220,5337.32,dépôt
35704,126,1021,3859.64,prélèvement
60353,1068,2630,-486.82,retrait
76035,599,2331,3353.53,paiement
60983,437,3276,-2484.17,retrait
77555,3298,1221,6089.26,virement
83390,2718,2864,7715.67,retrait
27239,3338,1141,-4318.24,prélèvement
56791,3204,903,7598.27,virement
75244,3019,446,1137.72,prélèvement
76967,1558,1378,9379.1,virement
42151,319,1586,8993.98,virement
63735,559,932,1702.92,dépôt
81637,3926,700,-1299.55,virement
90936,2435,3455,8255.21,retrait
85355,368,1486,4251.9,paiement
40095,1498,2507,4609.3,prélèvement
66375,2266,171,7648.27,virement
79439,1301,2934,5197.59,prélèvement
43131,3912,3189,-4114.82,retrait
68977,1307,3175,3933.64,prélèvement
72171,3453,2661,-3605.71,virement
93264,409,1768,7971.08,dépôt
49801,358,3742,8426.91,paiement
91996,636,1328,7118.61,retrait
25773,1173,656,-4803.43,paiement
30036,1172,3526,8382.34,dépôt
77758,86,3386,3129.56,retrait
37267,3225,2935,-3287.02,dépôt
66476,1005,3546,-3831.16,virement
42489,2771,3694,8482.16,virement
31253,1407,2176,8711.46,retrait
25995,2735,2348,2646.81,retrait
44741,744,1850,-297.36,virement
57045,3513,3091,5291.51,paiement
85704,373,470,7842.28,paiement
21698,1750,2108,-1246.94,prélèvement
31630,221,95,-1411.56,virement
88609,2494,1854,6407.57,paiement
34367,2285,2803,3718.36,paiement
11049,1438,3742,5575.11,retrait
94562,63,3345,-1371.11,retrait
71867,1834,3874,-654.62,paiement
24112,2983,1519,5218.88,prélèvement
86779,1182,3549,4816.18,paiement
80199,2468,3732,-355.99,virement
65676,2601,836,3307.82,dépôt
10372,2537,3184,3455.22,paiement
33775,3156,2704,-2484.04,prélèvement
83511,1108,590,176.94,prélèvement
61197,1988,624,-3960.15,dépôt
81963,1031,1858,7141.41,dépôt
40403,723,3284,7313.01,paiement
23621,1645,3630,7483.94,paiement
94474,1080,176,928.77,paiement
37545,93,2896,114.64,paiement
95517,2472,898,663.75,dépôt
99401,637,95,7438.87,dépôt
14498,3846,1728,-3200.1,virement
19462,3788,2668,6458.33,retrait
97508,490,3338,-3952.91,paiement
47326,3371,3806,3672.1,retrait
67040,3703,479,-4228.49,paiement
60973,2163,1449,7201.12,prélèvement
61819,2682,3032,-4167.82,paiement
50648,3777,2456,5170.46,prélèvement
96409,1970,987,2243.04,paiement
47659,3737,1756,-1635.29,virement
30242,237,3944,2551.54,paiement
23077,46,2357,-788.68,virement
32150,1132,2019,2053.19,virement
80331,3446,1362,2476.44,dépôt
40283,2024,2699,8708.2,prélèvement
65661,501,3546,1619.9,prélèvement
20094,1004,3752,477.8,prélèvement
93699,2292,3823,5365.68,prélèvement
20786,3888,781,-3340.98,retrait
57194,1473,3263,3.77,paiement
47453,13,2908,-3479.85,retrait
30850,2543,2157,-2083.81,dépôt
74904,3594,2039,-1854.96,retrait
23695,2775,3764,7581.59,virement
35561,3442,3135,7900.07,prélèvement
39068,825,1301,-3616.34,prélèvement
27874,3897,2768,-94.84,paiement
93760,1286,2378,716.2,prélèvement
66790,3759,433,1094.67,retrait
99786,137,3885,-1567.43,prélèvement
93364,560,1411,4661.38,prélèvement
79980,3779,1275,1721.39,paiement
82372,1193,2966,7591.23,virement
44606,1731,743,-3859.42,virement
92071,742,3816,2090.32,prélèvement
68336,2193,3377,8552.99,prélèvement
61039,3675,1475,2816.47,prélèvement
28383,3240,397,-4340.55,prélèvement
81619,1739,1958,8122.64,prélèvement
92392,2002,3736,3788.12,virement
76239,3606,1622,6182.03,prélèvement
64980,3721,573,3357.98,prélèvement
64964,590,2083,7371.1,retrait
41120,1587,554,-3219.38,retrait
89748,2168,29,9331.45,dépôt
19379,3413,3549,-9.5,virement
52467,56,3913,-1484.48,retrait
41475,3690,3909,-3579.2,prélèvement
66481,3887,317,7738.59,retrait
72188,1228,1049,-1626.53,retrait
97008,329,790,875.93,paiement
40887,456,3669,7886.24,virement
69779,438,3225,7024.59,paiement
69237,193,2786,-2407.98,paiement
51756,513,1081,5945.5,paiement
95268,856,1665,7192.81,retrait
23820,2813,3031,-3489.6,retrait
60453,1798,1862,6093.9,paiement
42425,3723,440,3748.73,prélèvement
46303,3604,3724,5401.27,retrait
22841,3919,2927,-94.32,dépôt
72274,3620,397,6821.4,virement
61519,3941,1087,7556.79,prélèvement
67580,2081,2533,-2021.67,prélèvement
83257,1210,3154,-1040.89,paiement
83936,1520,1442,7202.21,virement
27756,3886,3033,8572.47,retrait
62936,3704,1085,6435.65,virement
36041,3930,1286,1921.02,dépôt
22616,2779,3054,3690.61,prélèvement
72084,698,1277,4046.72,prélèvement
48988,709,2437,7209.58,virement
85778,1530,1445,-3248.85,retrait
55280,2113,1789,3566.64,retrait
90956,3507,3069,9506.09,virement
41748,1245,2876,-1838.14,retrait
56466,3624,432,-628.12,prélèvement
27112,3185,2870,2502.05,dépôt
19725,350,551,1024.79,retrait
47864,3127,196,-4698.75,virement
76761,3987,1609,4566.32,prélèvement
31134,2495,1452,1123.62,retrait
76883,1609,1113,-365.66,retrait
93284,2322,2692,-2835.84,dépôt
77256,746,1436,4667.61,paiement
23860,120,2718,9391.36,dépôt
61088,1088,3048,6842.96,dépôt
61160,43,2720,3765.01,retrait
59060,2651,2006,-4259.85,dépôt
74341,3675,1763,685.23,virement
17266,545,2602,4350.68,virement
34216,1354,200,7845.68,paiement
47275,3279,882,5950.27,prélèvement
24188,653,3292,-2820.44,retrait
67200,3616,405,-1028.7,virement
24309,3662,3242,-410.43,paiement
12531,2406,2672,5980.24,prélèvement
80461,1736,351,-1860.66,retrait
99651,1203,2795,-3983.68,virement
44329,2911,1941,-939.2,paiement
10006,724,2790,6916.63,paiement
75931,1437,3094,8406.16,prélèvement
66448,565,1269,1987.79,dépôt
76556,3036,111,3808.28,prélèvement
73898,1790,1617,-580.13,virement
51862,3036,1488,5850.88,paiement
84893,975,1910,9564.51,virement
25636,2897,3712,6253.89,retrait
74201,2957,2308,-3087.62,retrait
91761,1307,1952,-5.78,paiement
91259,1113,3041,-4888.7,retrait
41448,1370,2668,856.46,dépôt
38209,3065,1408,2926.12,prélèvement
96054,2643,3019,6503.72,virement
61194,2246,2224,-3791.3,dépôt
86938,3241,3033,231.07,prélèvement
29140,3367,1863,1921.9,virement
25836,2031,650,1782.68,dépôt
65002,601,780,-3079.93,paiement
69218,3295,433,-3569.3,paiement
11968,104,1869,3999.85,virement
76602,1388,730,-3033.47,dépôt
84781,3416,2360,-4240.54,dépôt
98244,2793,1920,-3055.11,retrait
14053,2221,3710,-1699.02,prélèvement
44148,2576,3073,-1191.65,paiement
57673,2220,1762,9863.62,retrait
53703,3249,3696,4829.07,virement
87353,310,679,9999.28,virement
84861,3094,1650,-3098.89,virement
47805,2445,3559,3063.83,paiement
83303,3635,711,864.22,retrait
40662,485,739,-3105.26,retrait
86237,240,275,-968.97,dépôt
89468,144,1622,5905.05,prélèvement
43397,1592,1827,9576.79,prélèvement
73629,1804,3199,-4318.54,paiement
55731,2947,760,1865.52,retrait
39867,2489,1780,4356.59,virement
58472,2816,2687,-2104.31,prélèvement
94636,3004,1663,5765.88,paiement
70492,29,1371,9638.84,paiement
79663,1285,1683,-1262.91,paiement
29108,2142,1153,1673.17,dépôt
30757,3077,2176,-3651.61,prélèvement
91730,2749,1575,2427.65,retrait
91118,1393,957,-2118.15,retrait
78631,3397,1764,6603.44,virement
47712,2000,975,-687.52,paiement
51099,2890,3684,-2206.64,dépôt
97010,3765,3060,-1034.18,prélèvement
41725,3881,271,4523.09,prélèvement
56796,3942,2198,1251.97,prélèvement
95246,2803,3680,-190.39,retrait
39291,1524,2344,4632.68,virement
28477,2338,1527,-2444.35,retrait
84344,3675,2413,2649.16,virement
66941,3021,452,9897.36,virement
25121,3179,1229,7971.31,dépôt
16627,3570,1145,-159.85,virement
28864,3749,818,3145.49,virement
35749,2913,1115,400.14,dépôt
96498,1772,869,8422.1,paiement
97396,3289,1768,-1554.31,dépôt
24437,728,492,2918.99,paiement
74802,2911,3562,5661.55,dépôt
59035,1353,2012,1579.41,dépôt
31962,3584,3324,-4146.21,virement
80556,2579,2020,1736.8,dépôt
27107,1847,1563,7236.38,paiement
74263,2675,3223,-1333.67,prélèvement
25396,3261,630,4125.98,retrait
99129,1162,3645,-3724.25,retrait
77302,1630,2603,-1960.77,virement
61779,3323,281,-2633.39,dépôt
12248,264,3451,2794.23,virement
29209,339,2190,-933.83,retrait
89062,1356,915,-4233.38,paiement
36737,735,3389,2832.57,paiement
20985,538,549,9747.31,retrait
52461,1946,2207,5427.56,dépôt
84663,1542,2542,6443.96,prélèvement
20593,2603,3393,2885.15,retrait
18107,82,2900,3892.13,prélèvement
62533,3394,2246,7715.27,prélèvement
75951,769,3849,2016.09,retrait
92759,965,3814,-3647.09,retrait
89326,2446,1992,7935.75,virement
34369,3455,2132,-4682.22,virement
95544,2939,3050,2056.88,paiement
29464,3431,3977,-4009.56,retrait
68674,2899,3290,78.4,prélèvement
22278,855,640,-3083.86,retrait
76965,1456,2510,1099.44,dépôt
92178,2455,687,4459.06,dépôt
23532,3151,1781,-28.04,dépôt
85316,2396,3544,-4855.7,prélèvement
29118,1047,1133,-2448.85,prélèvement
47830,2205,2766,-4215.83,paiement
46854,3494,2966,1597.85,paiement
96638,437,1290,-1378.97,paiement
44941,2691,3005,1200.39,dépôt
68963,1860,2948,7234.97,virement
10199,1339,2278,5001.78,virement
49430,1458,3592,5983.04,dépôt
38294,3989,3173,1459.88,dépôt
36727,3954,3890,-901.0,dépôt
93346,682,2853,-866.62,retrait
39592,181,2500,7050.96,prélèvement
73411,3292,736,413.48,dépôt
57756,1888,2364,2989.73,prélèvement
77063,1353,3229,-361.29,dépôt
46032,380,665,-2256.22,paiement
77576,591,2456,1784.62,prélèvement
36262,3779,3138,6547.2,dépôt
99723,1970,818,-1777.66,prélèvement
83987,1780,2158,975.32,retrait
80487,1359,355,-3716.03,retrait
62691,1390,1732,3567.95,virement
22595,3693,3892,5014.15,paiement
43209,873,3296,-3021.22,dépôt
73578,1602,2997,3005.46,paiement
49312,1495,1274,9295.71,prélèvement
24589,1536,3565,9715.09,dépôt
14823,2993,2816,4002.46,paiement
50611,3713,1288,-4095.83,prélèvement
85569,2788,1895,-2021.41,retrait
37508,2825,1444,-2823.07,retrait
94344,2186,2062,7230.42,dépôt
67089,3534,1013,-1613.94,virement
54987,2985,1158,571.88,prélèvement
32351,3480,736,8470.14,virement
92134,2151,3212,7814.93,retrait
72619,658,2924,7522.13,paiement
57482,713,1049,419.7,retrait
33605,1021,3814,3232.69,paiement
95867,3340,2837,-2468.06,retrait
82280,620,2571,3332.52,retrait
18511,2590,2227,-4661.14,paiement
76584,2527,3136,8075.63,prélèvement
40730,3449,3101,2771.85,retrait
51960,1940,1714,9843.06,retrait
36468,3154,3245,5203.54,virement
88241,980,941,91.92,prélèvement
20668,3531,1039,-2173.34,virement
29023,1927,3318,1328.41,prélèvement
12656,3417,3013,-517.13,dépôt
83102,1785,3441,4850.6,paiement
66589,2814,2856,4645.94,virement
20529,728,3314,8903.62,paiement
60293,2040,2398,-545.45,dépôt
14898,2413,2089,-1648.49,retrait
55408,3629,2575,-2537.89,virement
58379,3782,1915,-3042.17,paiement
83510,862,2237,-3309.16,dépôt
44116,3523,3173,1165.89,prélèvement
96211,2459,602,1778.46,retrait
19420,2018,1067,-3319.69,retrait
80244,2970,596,8909.47,prélèvement
41267,1117,3920,-1025.08,prélèvement
68757,2824,1461,2801.2,paiement
90140,2828,931,-888.29,retrait
81226,2215,915,6723.94,dépôt
86302,3511,2502,-2890.91,virement
55459,3628,873,1226.78,dépôt
89687,3350,3214,-3760.5,virement
13156,1880,2558,-1381.46,retrait
55929,2056,2593,8534.5,retrait
61888,1940,2093,9843.36,dépôt
18114,3362,958,-1752.94,retrait
63306,865,3498,6655.57,retrait
33960,2534,2664,2835.86,virement
69392,2020,2531,927.37,paiement
28728,2576,471,-4227.31,retrait
50059,3739,2857,-4654.98,paiement
10729,624,2328,7048.68,dépôt
75633,2276,1147,-4122.09,retrait
18944,1050,2262,-4176.51,retrait
31736,910,2784,4804.62,retrait
59630,76,508,9449.81,virement
27195,1693,1239,3381.31,dépôt
77328,2111,1232,8753.85,virement
40147,221,1194,4782.3,prélèvement
50761,2969,2355,2976.51,paiement
48009,1103,814,16.6,dépôt
84382,853,1864,-2150.13,paiement
34170,2854,1266,6044.11,virement
71126,1103,2660,4883.24,virement
97499,1885,762,5670.64,paiement
12352,1657,2837,3968.55,dépôt
81294,3580,3564,-2574.04,retrait
19958,2995,3316,1540.57,retrait
79767,3358,3302,-3729.59,dépôt
48367,1687,2852,3278.24,prélèvement
49603,2432,1357,7171.7,prélèvement
82129,1670,483,3078.73,virement
37985,3022,688,9065.47,retrait
67591,739,2819,7955.72,retrait
43667,2356,3225,491.34,dépôt
41716,3259,1487,2913.19,retrait
46695,723,3300,-309.97,virement
65125,3829,3492,4946.39,prélèvement
79808,2008,2503,8932.02,prélèvement
94581,1950,1710,4266.43,paiement
86023,3700,392,2239.85,paiement
95451,1065,515,9782.38,prélèvement
50176,1007,3701,7144.75,dépôt
41039,3914,1195,-3191.14,retrait
15746,272,3195,3.76,paiement
26680,3470,1744,9225.8,paiement
91923,83,1472,3782.61,prélèvement
42120,2423,554,7997.97,virement
35306,1590,3915,-427.9,dépôt
61714,2655,2955,1435.96,dépôt
69050,3718,2608,3618.11,virement
91332,3742,2482,9648.62,virement
49618,3347,2604,6974.94,virement
41663,1074,1988,-325.73,retrait
53596,3434,1778,3801.29,retrait
36415,3243,3949,2321.83,retrait
22784,2165,1449,-2519.76,dépôt
88143,170,3845,7665.72,paiement
50100,409,1068,9918.65,prélèvement
15063,265,1926,-3962.16,retrait
12721,3314,2428,2.31,paiement
56589,3520,1495,7446.02,retrait
83396,1069,1621,78.87,paiement
31443,3256,2828,8565.45,retrait
92983,2173,3354,1818.16,prélèvement
39202,3353,2001,-4112.02,dépôt
94877,3840,3324,6788.36,paiement
54059,1628,705,7862.89,virement
72318,3631,1591,-2421.22,prélèvement
60978,2341,3812,-1357.79,paiement
29040,1094,1685,-4539.26,prélèvement
98972,5,2652,7179.93,retrait
51974,2560,1342,-3108.63,dépôt
81904,383,1366,-2912.77,dépôt
54577,2436,2774,8792.44,dépôt
80986,3052,1349,2881.13,virement
83140,2566,2840,-1331.98,virement
49181,2972,1447,-508.94,retrait
71749,3600,2324,8420.96,retrait
69133,3252,1691,5963.77,prélèvement
29655,877,941,8905.29,retrait
72009,2914,941,2467.08,paiement
74028,2203,3895,-3667.93,virement
61359,2617,3743,5451.4,paiement
46474,1157,1472,6090.13,paiement
47529,2362,3239,-4737.58,retrait
79585,419,1580,-1902.08,virement
19543,3424,1761,1044.0,paiement
33691,2982,1713,3621.25,virement
81969,2632,3527,5884.6,dépôt
50428,851,1839,3187.62,dépôt
45316,27,3460,5893.21,prélèvement
12997,3137,1700,-4177.82,paiement
53961,1082,2146,228.22,retrait
56276,2050,2996,2996.15,retrait
42232,3949,2217,7395.09,virement
12384,2083,2368,3907.34,dépôt
87472,671,3691,-2550.44,paiement
28425,3919,2420,-4259.29,dépôt
27223,1001,1970,6295.19,dépôt
57341,2060,2223,2192.28,dépôt
69517,1307,1386,5476.88,paiement
21928,1538,1003,1807.99,virement
17225,211,3108,77.77,paiement
22613,3784,1889,-1231.52,virement
17885,2396,3379,-2640.41,paiement
98102,254,143,1548.84,virement
42502,342,3570,-233.29,prélèvement
19315,531,3736,-526.6,prélèvement
57154,2662,3852,4046.05,retrait
59671,562,3445,-2601.06,prélèvement
44530,2693,521,-2025.25,paiement
44266,2679,1348,-3784.08,prélèvement
85102,181,58,6406.84,virement
64822,3506,3926,-842.6,prélèvement
37694,462,1098,-3474.05,paiement
62837,3658,3718,-2124.19,prélèvement
52473,2105,3465,-2068.95,retrait
65749,1972,1059,7072.5,virement
68983,2177,4,5129.99,retrait
66009,716,1314,-1545.18,paiement
39779,2904,1422,2725.97,virement
76490,1613,987,560.08,paiement
52112,3681,3700,7102.73,dépôt
97366,3196,3523,-2794.77,retrait
47417,2242,151,-4739.69,dépôt
46843,2829,745,7681.72,retrait
95959,2130,3935,353.75,retrait
38748,2717,1419,180.87,dépôt
55310,1922,825,673.17,paiement
17293,1328,2736,-1212.03,retrait
55362,552,3286,1718.16,paiement
69282,388,2348,-2490.62,retrait
69759,3595,121,6803.14,virement
70892,235,892,6292.56,paiement
91490,2175,3813,7209.52,dépôt
82442,3136,482,9662.96,prélèvement
95274,3146,804,-4782.7,virement
33412,494,3685,-348.73,paiement
17697,2370,1172,-1726.8,paiement
73963,3561,3947,1081.05,virement
52884,3354,1377,140.74,paiement
27603,2063,3285,-1529.29,retrait
38150,3678,393,76.1,prélèvement
74692,769,2830,9297.4,prélèvement
91368,1278,432,3975.63,dépôt
57895,1012,724,-3099.51,virement
49910,3607,762,-522.27,virement
15727,1882,667,8546.66,paiement
32750,2253,1993,5868.12,prélèvement
22557,409,2400,3598.82,virement
78747,1965,367,1464.79,prélèvement
68319,513,3587,-557.36,virement
59838,379,3912,3310.55,paiement
46247,2327,3012,6649.61,prélèvement
31471,1399,3274,-1257.75,dépôt
53960,1187,3144,5374.89,dépôt
21108,2811,1016,8221.44,prélèvement
46200,3911,2633,3535.13,virement
92123,1745,760,8671.26,paiement
13565,3742,2665,910.87,prélèvement
27897,3891,2344,-3387.22,paiement
68114,3755,1277,-2429.8,paiement
98285,2495,3170,-4526.73,prélèvement
70428,1840,991,6754.06,virement
69491,668,1792,5352.09,virement
39892,2724,3941,5346.68,retrait
17464,3078,486,9513.94,retrait
33939,1230,3231,3807.55,paiement
85171,1941,1235,-796.89,retrait
15754,2458,1426,6302.9,paiement
59417,2535,1484,6730.33,retrait
47466,3284,695,2691.48,prélèvement
84766,3547,1882,18.04,prélèvement
46135,986,940,7600.94,virement
72292,1519,157,-3499.22,retrait
71477,1613,480,8173.63,virement
24001,1657,2567,-2431.26,dépôt
83338,198,3077,-1959.92,paiement
50885,215,1479,1074.82,virement
55869,1791,3805,8606.59,virement
92411,807,1162,5921.96,virement
91592,58,2703,3590.49,prélèvement
79359,1283,3234,3805.55,paiement
86994,1547,732,-3708.91,paiement
60004,791,2791,-2893.25,prélèvement
29694,3473,696,-2478.62,prélèvement
51201,1366,3558,1178.09,paiement
72844,92,1321,9396.61,retrait
20325,692,4001,-1767.18,prélèvement
91119,3996,510,4367.19,virement
16778,1556,3228,-4101.27,virement
83982,312,1646,-211.51,prélèvement
59065,1764,2873,-864.55,retrait
57528,3962,885,-4897.09,paiement
78109,678,1850,5378.24,prélèvement
65880,1861,1702,-3953.88,dépôt
35455,1955,1992,5342.26,virement
45202,3494,3054,7360.58,virement
36576,1964,2345,-153.48,virement
94365,3757,300,3105.02,virement
29414,1513,2420,1977.9,paiement
72166,3891,936,5748.77,dépôt
75067,1922,813,-251.06,virement
36031,1518,3294,-245.85,retrait
56245,2773,1327,9618.76,paiement
79248,2036,847,-2717.42,paiement
56241,770,2153,-3410.71,paiement
74703,1670,3535,7303.69,retrait
25207,1829,3953,-1249.4,prélèvement
90459,1870,3385,-4457.32,prélèvement
85331,2847,358,1306.13,paiement
23208,3493,3182,4734.37,virement
94929,2474,3911,4550.49,dépôt
79684,3605,2293,-3046.77,retrait
14867,21,3987,4643.36,virement
32814,3409,2003,-537.69,dépôt
39905,637,3803,9499.78,virement
84848,1448,1664,3173.42,prélèvement
58252,3414,2106,-949.05,paiement
37532,692,2324,8211.56,paiement
97324,31,3595,6681.41,paiement
34309,400,3238,1186.04,virement
36522,1658,759,4386.26,virement
65915,3010,1882,672.87,retrait
21561,3305,3828,4081.91,prélèvement
15715,1791,882,9183.23,virement
87568,3555,3981,7878.77,dépôt
91179,2177,86,7392.97,virement
53788,2441,2120,4986.59,dépôt
26086,475,781,316.71,paiement
75305,1195,1485,5073.39,dépôt
21963,1858,2929,1870.33,retrait
26580,1848,3506,-4553.19,retrait
68906,2098,1473,5864.86,prélèvement
49334,1056,2766,3613.85,paiement
63696,1660,2751,9575.15,dépôt
99936,1442,395,4834.64,virement
51233,1204,3453,9200.97,paiement
22498,2509,3002,788.87,dépôt
56291,2762,2508,-4666.93,paiement
13477,31,1708,5216.6,retrait
44178,1107,3333,3040.65,dépôt
98488,3649,691,4743.75,dépôt
86637,947,2910,4492.4,dépôt
41225,3780,2315,7347.72,dépôt
35348,673,3293,-332.55,virement
55502,1285,1090,1509.12,virement
81585,2964,2836,7603.82,virement
50651,2697,295,8197.43,virement
12643,2838,1999,695.62,paiement
67001,1034,2174,5474.06,retrait
93030,3255,2607,5860.29,dépôt
80525,2421,57,5265.93,paiement
