account_id,client_id,account_type,opening_date
907,505,épargne,2019-01-22
908,2871,courant,2022-09-24
909,1979,épargne,2023-03-12
910,3180,épargne,2016-11-26
911,964,courant,2019-10-27
912,2087,entreprise,2021-04-12
913,1587,courant,2018-09-18
914,2663,épargne,2024-10-22
915,1175,épargne,2020-02-12
916,346,joint,2024-02-06
917,117,entreprise,2016-03-30
918,1067,courant,2020-03-12
919,751,joint,2020-06-28
920,1623,épargne,2018-06-04
921,911,entreprise,2021-03-10
922,2422,courant,2017-11-09
923,2975,joint,2020-02-28
924,234,entreprise,2021-12-20
925,1181,courant,2019-11-19
926,1373,épargne,2017-05-06
927,1416,entreprise,2025-02-01
928,1037,courant,2018-04-30
929,2017,entreprise,2020-03-03
930,1179,courant,2016-11-06
931,174,épargne,2019-09-14
932,1788,joint,2024-11-17
933,562,entreprise,2017-12-06
934,1724,épargne,2023-12-29
935,206,joint,2024-05-13
936,393,entreprise,2022-04-09
937,93,épargne,2019-06-23
938,2590,courant,2023-04-29
939,2438,courant,2024-04-14
940,1495,courant,2016-04-23
941,541,entreprise,2020-03-10
942,2638,courant,2023-10-02
943,2893,épargne,2022-08-02
944,2527,épargne,2018-01-06
945,459,entreprise,2020-11-15
946,1709,courant,2020-12-21
947,125,épargne,2020-11-16
948,1785,entreprise,2015-09-14
949,2178,entreprise,2020-06-09
950,2879,entreprise,2025-03-29
951,2613,joint,2023-06-19
952,1639,épargne,2018-05-13
953,898,épargne,2019-01-18
954,1334,épargne,2021-05-28
955,1054,joint,2025-06-07
956,2334,joint,2024-12-26
957,553,courant,2017-01-16
958,937,entreprise,2021-01-19
959,375,épargne,2025-02-28
960,2294,entreprise,2020-01-17
961,2123,entreprise,2021-10-22
962,803,courant,2021-09-16
963,462,courant,2020-08-25
964,1441,courant,2017-10-03
965,523,entreprise,2018-01-26
966,1706,courant,2016-08-03
967,3238,courant,2018-11-10
968,3163,courant,2020-03-06
969,913,épargne,2018-08-16
970,2442,épargne,2022-05-21
971,3163,épargne,2025-06-29
972,2958,épargne,2022-04-10
973,2624,joint,2022-09-03
974,701,joint,2021-02-20
975,2161,courant,2018-12-01
976,82,entreprise,2025-04-19
977,780,joint,2016-06-15
978,2078,joint,2020-02-24
979,1285,courant,2024-08-17
980,741,joint,2021-05-13
981,1898,épargne,2022-10-13
982,1562,courant,2016-06-02
983,3242,joint,2015-08-23
984,1555,joint,2019-01-11
985,1781,épargne,2022-02-25
986,1462,épargne,2016-01-19
987,1226,courant,2022-05-04
988,1074,joint,2019-11-12
989,3046,entreprise,2023-05-29
990,2808,courant,2025-06-22
991,2715,entreprise,2025-04-11
992,2925,épargne,2016-03-31
993,3146,courant,2023-10-22
994,101,courant,2024-05-13
995,2833,épargne,2020-06-03
996,1053,courant,2020-07-05
997,1701,épargne,2018-06-13
998,1194,épargne,2017-12-30
999,630,courant,2024-10-26
1000,2669,courant,2019-12-20
1001,827,joint,2016-02-27
1002,3188,courant,2023-01-04
1003,1084,entreprise,2021-11-26
1004,1136,joint,2016-06-20
1005,2781,entreprise,2018-02-28
1006,1195,joint,2019-05-15
1007,1705,entreprise,2018-05-07
1008,2236,courant,2019-10-31
1009,1599,entreprise,2025-02-23
1010,2483,joint,2025-05-25
1011,290,joint,2019-02-11
1012,2898,joint,2019-11-30
1013,1937,joint,2024-10-15
1014,378,épargne,2020-10-26
1015,501,entreprise,2019-06-16
1016,1129,entreprise,2025-01-02
1017,1283,courant,2019-01-27
1018,1602,épargne,2016-05-30
1019,1186,courant,2017-03-10
1020,2534,courant,2016-03-26
1021,2047,entreprise,2015-08-12
1022,976,épargne,2020-01-23
1023,2640,épargne,2017-04-03
1024,2596,courant,2019-02-25
1025,892,épargne,2015-11-24
1026,1572,entreprise,2025-04-19
1027,3127,entreprise,2016-08-21
1028,548,entreprise,2022-02-14
1029,3078,épargne,2016-12-07
1030,2898,courant,2019-07-07
1031,3105,courant,2021-06-09
1032,1420,épargne,2016-09-13
1033,244,joint,2020-11-08
1034,2127,courant,2017-09-30
1035,1027,entreprise,2018-06-02
1036,2318,entreprise,2019-02-21
1037,2143,joint,2021-10-28
1038,1670,entreprise,2016-02-26
1039,1040,joint,2016-06-06
1040,2825,courant,2017-02-24
1041,1964,épargne,2016-01-01
1042,2334,courant,2024-06-17
1043,2278,épargne,2024-03-27
1044,2884,épargne,2021-04-06
1045,1962,épargne,2023-05-08
1046,1797,épargne,2019-01-10
1047,2644,joint,2024-12-09
1048,411,joint,2018-04-18
1049,2422,courant,2023-01-24
1050,489,courant,2025-03-07
1051,1210,entreprise,2016-03-01
1052,550,courant,2017-04-12
1053,1874,joint,2015-09-04
1054,187,courant,2017-07-24
1055,2198,joint,2019-01-28
1056,303,courant,2016-03-12
1057,697,épargne,2025-03-09
1058,914,joint,2015-11-02
1059,1018,épargne,2016-10-15
1060,852,épargne,2017-02-08
1061,1646,entreprise,2016-01-04
1062,945,joint,2023-11-17
1063,2455,courant,2015-08-04
1064,2736,épargne,2018-12-09
1065,2709,épargne,2020-04-13
1066,176,courant,2019-11-06
1067,630,entreprise,2025-05-29
1068,2366,entreprise,2024-01-22
1069,2023,courant,2020-07-15
1070,1115,joint,2019-02-04
1071,2157,entreprise,2025-06-14
1072,2963,courant,2020-05-16
1073,3125,entreprise,2021-10-09
1074,1077,épargne,2017-01-04
1075,971,entreprise,2019-06-08
1076,378,épargne,2024-06-10
1077,2371,joint,2023-08-11
1078,240,entreprise,2021-08-03
1079,1585,courant,2020-03-22
1080,2685,joint,2018-08-01
1081,749,entreprise,2017-07-24
1082,1498,entreprise,2024-01-20
1083,1074,entreprise,2019-08-13
1084,2557,épargne,2017-09-28
1085,1497,joint,2023-04-22
1086,50,joint,2024-05-05
1087,1549,épargne,2017-11-16
1088,2211,courant,2021-04-16
1089,1389,épargne,2020-12-25
1090,1833,épargne,2020-11-25
1091,766,entreprise,2020-10-20
1092,590,épargne,2017-04-20
1093,1041,courant,2016-08-06
1094,3215,entreprise,2021-12-22
1095,2052,courant,2016-10-30
1096,2666,entreprise,2016-09-30
1097,913,joint,2018-11-07
1098,707,courant,2020-01-29
1099,2849,entreprise,2016-12-06
1100,2633,épargne,2020-04-05
1101,2994,épargne,2017-09-05
1102,2151,courant,2017-06-12
1103,3017,courant,2021-08-13
1104,2271,courant,2020-08-31
1105,129,épargne,2016-02-04
1106,1277,entreprise,2019-11-01
1107,1478,épargne,2015-11-28
1108,1469,joint,2023-12-11
1109,786,courant,2017-01-26
1110,269,entreprise,2023-02-20
1111,1150,entreprise,2019-11-15
1112,3070,entreprise,2023-07-12
1113,546,entreprise,2023-07-31
1114,2216,joint,2015-07-24
1115,850,joint,2021-09-21
1116,1401,épargne,2023-11-29
1117,819,joint,2024-02-02
1118,1239,entreprise,2019-04-25
1119,2930,entreprise,2022-10-06
1120,2420,courant,2016-07-22
1121,1273,courant,2015-08-24
1122,1055,courant,2022-04-11
1123,2740,entreprise,2024-06-25
1124,2942,épargne,2022-01-02
1125,2627,épargne,2022-12-26
1126,1587,épargne,2022-06-07
1127,6,courant,2024-03-16
1128,40,épargne,2019-10-25
1129,1226,courant,2021-08-04
1130,599,épargne,2016-03-20
1131,1385,courant,2016-08-05
1132,15,entreprise,2017-07-06
1133,927,épargne,2019-10-19
1134,2237,entreprise,2019-02-23
1135,263,courant,2023-10-11
1136,2785,joint,2023-10-28
1137,1963,joint,2018-06-05
1138,2086,épargne,2023-08-09
1139,2127,courant,2017-11-23
1140,518,courant,2022-09-28
1141,1182,entreprise,2025-05-25
1142,2225,épargne,2020-01-06
1143,2445,épargne,2018-10-29
1144,1125,joint,2019-05-02
1145,3112,joint,2019-04-12
1146,1614,épargne,2019-11-18
1147,1879,épargne,2017-09-01
1148,757,entreprise,2016-03-28
1149,1275,entreprise,2020-09-10
1150,2717,courant,2023-09-05
1151,2612,épargne,2022-10-05
1152,1094,joint,2021-02-14
1153,2368,épargne,2024-07-11
1154,1076,entreprise,2017-10-14
1155,3017,courant,2019-02-24
1156,749,épargne,2017-08-27
1157,84,entreprise,2018-03-30
1158,2459,courant,2025-02-05
1159,3207,courant,2021-04-06
1160,1068,courant,2023-03-15
1161,1867,épargne,2018-01-03
1162,1268,joint,2021-03-16
1163,2816,entreprise,2019-04-06
1164,2094,joint,2020-11-01
1165,3083,courant,2023-09-09
1166,421,épargne,2020-04-17
1167,2768,épargne,2021-07-19
1168,3224,joint,2018-02-19
1169,972,entreprise,2016-09-05
1170,2161,courant,2023-04-14
1171,967,épargne,2019-07-16
1172,978,joint,2017-04-28
1173,931,épargne,2025-01-08
1174,493,entreprise,2017-05-29
1175,1152,joint,2017-04-20
1176,1899,épargne,2017-07-05
1177,2919,joint,2017-07-17
1178,1285,épargne,2021-09-04
1179,1512,entreprise,2020-05-02
1180,2863,entreprise,2022-05-09
1181,2551,joint,2025-04-29
1182,775,entreprise,2019-12-29
1183,954,courant,2016-09-29
1184,2356,entreprise,2020-11-15
1185,1872,épargne,2019-12-14
1186,1683,joint,2021-03-19
1187,1057,entreprise,2019-11-04
1188,541,courant,2022-04-22
1189,2897,entreprise,2019-02-10
1190,1991,courant,2023-12-14
1191,465,joint,2024-05-15
1192,162,épargne,2022-06-03
1193,2136,courant,2015-10-02
1194,174,entreprise,2016-12-04
1195,1492,joint,2025-03-24
1196,3207,épargne,2016-04-05
1197,2724,épargne,2016-11-18
1198,1447,joint,2016-11-05
1199,2300,courant,2018-05-23
1200,3215,joint,2020-06-30
1201,1632,joint,2023-02-21
1202,3150,joint,2017-04-24
1203,1657,joint,2018-07-09
1204,1824,joint,2016-06-06
1205,2617,courant,2017-01-13
1206,3121,courant,2016-05-25
1207,2135,courant,2020-02-06
1208,1389,courant,2018-06-25
1209,2364,courant,2022-08-01
1210,2426,joint,2025-04-09
1211,2732,joint,2024-01-05
1212,2378,entreprise,2020-08-09
1213,2194,entreprise,2021-04-09
1214,2523,joint,2024-07-19
1215,975,entreprise,2022-12-15
1216,2022,joint,2021-01-08
1217,1817,entreprise,2025-01-15
1218,2106,entreprise,2019-06-04
1219,3013,courant,2016-03-16
1220,2301,entreprise,2021-04-29
1221,2197,épargne,2016-08-16
1222,259,entreprise,2020-04-17
1223,3148,épargne,2023-02-13
1224,2926,joint,2022-01-14
1225,3051,épargne,2019-04-22
1226,2479,joint,2018-02-04
1227,2409,entreprise,2021-05-01
1228,2054,entreprise,2020-12-01
1229,1867,épargne,2020-06-24
1230,2602,joint,2025-02-02
1231,2660,épargne,2022-07-29
1232,1236,épargne,2017-07-12
1233,688,joint,2023-04-04
1234,3163,joint,2022-02-12
1235,207,courant,2025-01-29
1236,3131,épargne,2023-07-12
1237,669,courant,2022-05-10
1238,664,entreprise,2024-07-20
1239,1134,entreprise,2015-07-29
1240,18,entreprise,2020-05-28
1241,7,joint,2022-05-10
1242,2440,joint,2016-06-27
1243,2373,épargne,2015-07-13
1244,616,épargne,2024-09-13
1245,2429,joint,2020-12-15
1246,117,épargne,2022-11-17
1247,921,entreprise,2020-03-15
1248,113,courant,2025-05-15
1249,478,courant,2018-06-25
1250,3236,entreprise,2020-02-26
1251,2727,joint,2025-05-03
1252,1868,entreprise,2022-07-22
1253,1937,entreprise,2025-01-14
1254,2440,joint,2019-09-06
1255,1936,épargne,2019-12-05
1256,339,courant,2024-09-02
1257,1012,entreprise,2019-05-18
1258,639,courant,2017-12-27
1259,2723,épargne,2016-12-07
1260,286,joint,2020-09-04
1261,150,joint,2022-08-19
1262,1192,épargne,2025-01-10
1263,2278,joint,2019-01-12
1264,2119,joint,2018-09-16
1265,443,courant,2025-01-29
1266,1322,épargne,2019-02-21
1267,793,entreprise,2023-02-03
1268,244,joint,2015-12-24
1269,1859,joint,2023-12-04
1270,2011,épargne,2017-04-30
1271,1526,épargne,2024-02-05
1272,691,joint,2022-12-28
1273,1655,joint,2017-12-23
1274,393,épargne,2017-04-17
1275,103,épargne,2023-10-02
1276,1174,joint,2023-05-17
1277,2741,joint,2025-01-20
1278,1066,courant,2023-06-20
1279,2269,joint,2017-05-03
1280,941,joint,2018-05-23
1281,1055,courant,2018-05-04
1282,519,joint,2023-09-27
1283,1162,courant,2021-09-01
1284,2486,joint,2021-06-23
1285,810,entreprise,2017-01-31
1286,2973,courant,2022-02-23
1287,2463,courant,2021-12-22
1288,2662,courant,2020-04-14
1289,1246,courant,2017-02-11
1290,1469,courant,2019-05-03
1291,1057,épargne,2019-06-21
1292,2488,courant,2024-05-25
1293,1919,courant,2017-09-15
1294,1619,joint,2021-09-24
1295,680,épargne,2022-04-22
1296,2156,joint,2018-02-15
1297,2974,entreprise,2023-03-02
1298,50,joint,2022-01-22
1299,1432,entreprise,2021-05-21
1300,943,joint,2016-04-19
1301,2064,épargne,2019-07-12
1302,2125,épargne,2019-10-22
1303,1933,entreprise,2017-04-10
1304,125,joint,2019-02-20
1305,2450,courant,2015-07-10
1306,182,courant,2019-08-13
1307,484,joint,2022-05-03
1308,418,courant,2024-10-06
1309,1812,entreprise,2016-12-11
1310,1349,courant,2019-07-17
1311,2575,joint,2025-01-08
1312,276,épargne,2018-05-21
1313,2504,joint,2020-01-22
1314,1839,joint,2024-11-26
1315,15,joint,2023-03-19
1316,1800,courant,2020-12-26
1317,2008,courant,2025-04-06
1318,212,courant,2018-12-23
1319,359,épargne,2024-01-12
1320,2954,courant,2019-08-02
1321,3088,joint,2021-02-19
1322,218,épargne,2018-05-25
1323,3172,entreprise,2017-12-29
1324,2439,courant,2024-04-12
1325,1708,joint,2019-01-05
1326,268,entreprise,2021-03-11
1327,1888,joint,2016-04-16
1328,1463,joint,2016-05-09
1329,2039,courant,2021-03-31
1330,2200,joint,2020-06-16
1331,3014,courant,2016-03-23
1332,2032,joint,2024-04-04
1333,2474,entreprise,2023-02-14
1334,1902,joint,2023-10-27
1335,1132,entreprise,2023-08-12
1336,1261,entreprise,2021-12-07
1337,884,courant,2021-12-21
1338,2067,courant,2021-02-11
1339,404,épargne,2023-08-25
1340,424,entreprise,2019-12-11
1341,126,entreprise,2023-04-01
1342,531,joint,2016-04-16
1343,1532,épargne,2024-06-03
1344,2099,épargne,2019-07-30
1345,1138,épargne,2021-09-23
1346,2049,courant,2015-07-14
1347,1072,courant,2024-05-27
1348,593,joint,2019-02-11
1349,1749,courant,2023-07-15
1350,2026,courant,2018-10-08
1351,2360,épargne,2018-11-12
1352,1809,épargne,2020-08-23
1353,1625,joint,2016-07-08
1354,977,courant,2018-09-19
1355,278,courant,2017-01-03
1356,836,entreprise,2020-06-18
1357,122,entreprise,2023-08-02
1358,2382,joint,2021-10-13
1359,754,joint,2015-10-28
1360,2413,courant,2018-11-05
1361,323,courant,2023-11-17
1362,3074,entreprise,2024-12-11
1363,2266,entreprise,2016-08-03
1364,948,entreprise,2024-09-27
1365,733,joint,2021-12-02
1366,2292,entreprise,2016-07-22
1367,2821,joint,2025-01-23
1368,823,courant,2017-08-22
1369,696,entreprise,2017-04-19
1370,2922,entreprise,2022-09-28
1371,2734,épargne,2016-04-25
1372,1756,joint,2020-02-06
1373,1968,courant,2016-09-15
1374,2229,joint,2018-03-02
1375,742,joint,2017-08-10
1376,880,entreprise,2016-12-12
1377,2210,épargne,2022-11-07
1378,532,entreprise,2023-01-11
1379,1227,entreprise,2021-01-13
1380,1620,entreprise,2021-08-15
1381,2196,épargne,2018-06-23
1382,1635,joint,2022-11-05
1383,2488,épargne,2023-12-27
1384,684,courant,2016-01-21
1385,1649,épargne,2020-09-17
1386,3060,courant,2016-03-23
1387,2956,épargne,2017-12-04
1388,1157,épargne,2024-12-22
1389,2663,joint,2016-12-08
1390,626,entreprise,2018-09-25
1391,1949,courant,2016-11-28
1392,1833,joint,2018-08-24
1393,1565,joint,2015-12-02
1394,174,épargne,2018-04-29
1395,2271,courant,2022-03-06
1396,3033,courant,2019-10-10
1397,738,épargne,2019-01-22
1398,3210,épargne,2021-06-13
1399,1022,entreprise,2022-01-17
1400,936,courant,2025-06-24
1401,3220,entreprise,2019-07-22
1402,346,joint,2017-02-15
1403,1860,entreprise,2017-04-12
1404,1615,courant,2015-08-17
1405,1795,épargne,2017-03-17
1406,162,entreprise,2020-06-25
1407,2935,courant,2016-12-04
1408,2826,épargne,2021-01-19
1409,726,entreprise,2025-04-05
1410,842,épargne,2024-03-17
1411,3146,joint,2020-11-26
1412,1217,entreprise,2019-04-18
1413,2742,joint,2017-08-31
1414,3036,courant,2018-11-22
1415,516,épargne,2022-11-08
1416,2074,joint,2019-03-11
1417,1083,entreprise,2024-07-12
1418,541,entreprise,2024-03-24
1419,430,entreprise,2022-04-21
1420,405,entreprise,2016-09-16
1421,1864,épargne,2024-06-13
1422,2598,épargne,2021-08-13
1423,1393,courant,2016-05-30
1424,1691,entreprise,2023-08-14
1425,378,entreprise,2016-09-15
1426,1923,épargne,2018-03-14
1427,959,courant,2018-04-26
1428,2896,entreprise,2017-11-06
1429,2230,courant,2018-01-18
1430,3206,entreprise,2018-04-03
1431,2050,joint,2023-04-18
1432,1676,entreprise,2016-07-30
1433,1122,joint,2018-06-03
1434,2091,courant,2016-01-16
1435,551,épargne,2019-06-10
1436,2200,joint,2021-10-31
1437,1735,joint,2024-02-01
1438,2279,courant,2021-07-14
1439,1726,entreprise,2021-09-08
1440,1482,joint,2022-02-15
1441,340,joint,2022-08-29
1442,1818,courant,2017-05-01
1443,2173,épargne,2020-08-05
1444,1245,épargne,2018-11-04
1445,879,joint,2016-05-05
1446,2869,courant,2020-05-12
1447,2124,entreprise,2021-07-11
1448,2639,joint,2017-04-01
1449,1407,entreprise,2024-04-04
1450,1862,entreprise,2015-12-08
1451,1760,courant,2018-02-18
1452,454,entreprise,2017-02-14
1453,1678,joint,2017-11-09
1454,2742,épargne,2023-09-07
1455,1051,entreprise,2017-10-01
1456,2943,courant,2025-01-20
1457,2832,entreprise,2023-02-22
1458,867,entreprise,2021-12-06
1459,116,entreprise,2017-01-07
1460,975,courant,2020-09-16
1461,2672,entreprise,2025-03-26
1462,3132,joint,2018-07-06
1463,3162,épargne,2025-06-08
1464,2102,courant,2019-04-21
1465,235,joint,2019-09-22
1466,1279,épargne,2016-10-06
1467,1299,joint,2022-01-11
1468,2273,entreprise,2021-07-29
1469,18,épargne,2017-10-08
1470,2567,entreprise,2020-01-15
1471,2099,joint,2017-09-30
1472,3117,courant,2022-01-02
1473,2793,joint,2024-05-10
1474,3169,entreprise,2017-10-21
1475,1714,épargne,2019-07-01
1476,2742,courant,2020-04-14
1477,975,joint,2020-04-12
1478,2579,épargne,2022-03-04
1479,2034,courant,2019-01-04
1480,933,courant,2017-09-25
1481,1572,joint,2025-03-26
1482,216,courant,2015-10-20
1483,3151,courant,2024-02-12
1484,1428,épargne,2015-09-15
1485,2438,joint,2017-07-10
1486,3213,courant,2019-02-26
1487,2904,joint,2021-12-15
1488,363,joint,2024-02-02
1489,1832,joint,2021-07-04
1490,1367,courant,2019-05-20
1491,583,joint,2024-08-15
1492,1814,joint,2021-03-17
1493,553,joint,2020-07-26
1494,2648,épargne,2018-04-23
1495,2847,joint,2024-02-29
1496,1443,courant,2020-04-27
1497,14,entreprise,2021-10-21
1498,895,épargne,2020-10-28
1499,1729,courant,2021-03-15
1500,763,entreprise,2023-06-29
1501,683,courant,2016-11-30
1502,329,courant,2015-07-22
1503,1144,entreprise,2017-12-02
1504,173,épargne,2025-06-04
1505,1759,joint,2019-10-10
1506,2585,courant,2024-02-28
1507,1022,joint,2018-08-24
1508,2329,courant,2018-11-30
1509,2589,courant,2024-01-04
1510,477,épargne,2024-03-29
1511,2708,courant,2024-01-06
1512,2876,entreprise,2016-08-10
1513,1040,joint,2023-04-02
1514,832,entreprise,2023-10-14
1515,2355,courant,2025-05-29
1516,2378,joint,2021-07-19
1517,2617,courant,2024-10-10
1518,1839,entreprise,2022-05-08
1519,1618,entreprise,2023-09-28
1520,2661,entreprise,2016-04-03
1521,1125,épargne,2021-12-09
1522,1786,courant,2019-03-22
1523,2235,joint,2019-02-03
1524,59,courant,2024-10-22
1525,1411,entreprise,2020-03-21
1526,3052,entreprise,2015-07-11
1527,224,épargne,2021-04-29
1528,2996,courant,2017-01-19
1529,2174,courant,2021-01-30
1530,2705,courant,2016-10-22
1531,2956,épargne,2017-03-06
1532,3016,entreprise,2016-08-20
1533,887,courant,2019-02-11
1534,563,courant,2020-12-29
1535,1986,courant,2018-12-07
1536,979,joint,2025-05-03
1537,2475,entreprise,2019-12-27
1538,339,joint,2019-10-08
1539,1040,joint,2019-02-02
1540,1345,courant,2024-04-17
1541,2368,entreprise,2018-03-04
1542,3003,épargne,2024-12-18
1543,3108,joint,2021-11-06
1544,1701,courant,2022-02-21
1545,2508,courant,2024-05-23
1546,650,courant,2018-05-13
1547,2971,courant,2025-01-29
1548,2947,courant,2016-04-23
1549,1997,courant,2022-05-10
1550,2394,joint,2021-11-20
1551,57,entreprise,2016-03-04
1552,2675,entreprise,2015-11-02
1553,2348,entreprise,2016-10-20
1554,2906,joint,2016-12-03
1555,2734,entreprise,2020-01-11
1556,289,entreprise,2021-08-30
1557,2065,courant,2025-05-06
1558,1535,courant,2022-11-05
1559,1216,joint,2024-06-08
1560,416,entreprise,2021-03-25
1561,2385,courant,2015-07-06
1562,1960,courant,2021-08-03
1563,1743,entreprise,2016-05-09
1564,771,épargne,2022-08-14
1565,2843,entreprise,2019-11-05
1566,2599,épargne,2019-08-02
1567,1734,courant,2019-10-07
1568,1317,épargne,2015-12-09
1569,1556,joint,2022-09-28
1570,1443,entreprise,2018-01-28
1571,4,courant,2021-12-25
1572,2582,courant,2019-04-24
1573,2706,entreprise,2020-11-01
1574,1480,épargne,2018-04-05
1575,2559,épargne,2020-03-13
1576,1079,joint,2022-02-21
1577,864,courant,2023-09-13
1578,2444,épargne,2019-09-11
1579,2346,entreprise,2017-08-07
1580,822,épargne,2019-01-20
1581,1481,épargne,2024-07-14
1582,3115,joint,2016-11-18
1583,288,joint,2020-11-27
1584,3119,courant,2023-01-17
1585,3167,entreprise,2022-08-03
1586,3019,joint,2022-02-09
1587,2799,joint,2023-03-29
1588,2408,entreprise,2019-05-07
1589,3178,entreprise,2025-02-16
1590,549,entreprise,2018-05-19
1591,2907,joint,2020-05-11
1592,1237,entreprise,2016-06-22
1593,1871,épargne,2025-02-26
1594,882,entreprise,2022-11-18
1595,2059,épargne,2016-04-17
1596,1004,joint,2016-02-08
1597,1395,épargne,2024-06-26
1598,3214,entreprise,2019-07-02
1599,1778,courant,2016-11-27
1600,2406,joint,2021-09-29
1601,1585,entreprise,2022-07-30
1602,1001,joint,2019-01-25
1603,813,entreprise,2020-10-27
1604,653,courant,2017-03-05
1605,1669,joint,2015-11-17
1606,1514,courant,2023-05-17
1607,1600,joint,2018-06-11
1608,1664,entreprise,2016-01-08
1609,2704,courant,2018-09-14
1610,2567,courant,2016-04-21
1611,2507,entreprise,2020-03-31
1612,2098,joint,2023-10-28
1613,1460,entreprise,2021-10-24
1614,1318,entreprise,2017-01-20
1615,1297,courant,2018-11-09
1616,2978,entreprise,2017-07-24
1617,365,courant,2017-09-25
1618,703,courant,2017-06-14
1619,989,joint,2023-09-17
1620,589,courant,2024-03-23
1621,2585,entreprise,2016-10-18
1622,2800,entreprise,2020-11-12
1623,1042,entreprise,2018-03-31
1624,1892,courant,2022-12-28
1625,3102,entreprise,2017-10-08
1626,1546,courant,2015-09-01
1627,1576,épargne,2022-08-10
1628,911,épargne,2016-05-27
1629,2314,joint,2023-12-21
1630,3192,courant,2018-11-22
1631,1519,épargne,2019-09-23
1632,1155,entreprise,2023-10-22
1633,1884,courant,2024-07-21
1634,1622,entreprise,2017-06-28
1635,399,entreprise,2024-06-04
1636,737,épargne,2016-10-08
1637,2924,épargne,2015-08-19
1638,2942,courant,2017-01-16
1639,437,joint,2021-01-17
1640,214,épargne,2020-07-22
1641,2552,entreprise,2021-09-27
1642,2885,épargne,2022-05-21
1643,700,épargne,2024-10-26
1644,3160,joint,2019-12-25
1645,1600,joint,2018-01-05
1646,196,courant,2016-11-28
1647,2109,entreprise,2016-01-28
1648,2188,entreprise,2022-06-18
1649,3204,courant,2017-06-28
1650,306,entreprise,2023-12-06
1651,2221,entreprise,2020-04-16
1652,2510,joint,2015-07-03
1653,975,joint,2016-01-23
1654,2806,courant,2023-10-01
1655,3049,joint,2020-10-10
1656,1451,entreprise,2016-01-25
1657,770,courant,2023-06-02
1658,2328,joint,2024-04-23
1659,886,joint,2022-07-19
1660,186,entreprise,2018-03-23
1661,1590,joint,2021-08-11
1662,610,joint,2021-06-11
1663,1762,joint,2016-11-17
1664,1480,courant,2021-11-07
1665,1563,entreprise,2016-03-30
1666,527,entreprise,2022-08-06
1667,1352,épargne,2020-07-16
1668,560,courant,2021-03-17
1669,1532,courant,2018-09-03
1670,489,joint,2019-04-07
1671,131,courant,2019-01-02
1672,1659,courant,2017-01-24
1673,544,épargne,2019-10-02
1674,955,entreprise,2025-03-11
1675,844,entreprise,2021-04-30
1676,240,épargne,2025-03-03
1677,2207,joint,2017-09-15
1678,160,épargne,2017-10-19
1679,1736,entreprise,2017-05-29
1680,956,épargne,2016-10-07
1681,2261,courant,2023-01-18
1682,254,joint,2021-11-09
1683,2968,joint,2017-07-28
1684,1752,entreprise,2018-09-02
1685,14,entreprise,2018-03-07
1686,2342,joint,2015-09-10
1687,949,courant,2021-05-16
1688,2981,courant,2021-11-07
1689,2039,entreprise,2019-08-21
1690,3177,épargne,2017-04-29
1691,3119,courant,2017-11-15
1692,1688,épargne,2016-05-25
1693,2644,entreprise,2021-03-12
1694,3211,entreprise,2017-10-18
1695,622,courant,2024-03-13
1696,1847,courant,2021-07-01
1697,704,épargne,2020-11-21
1698,195,courant,2021-05-22
1699,2635,joint,2018-11-10
1700,978,courant,2018-01-21
1701,2317,courant,2018-05-27
1702,371,courant,2022-03-12
1703,215,joint,2016-02-01
1704,2757,courant,2015-07-10
1705,2252,joint,2025-03-26
1706,2242,épargne,2019-12-30
1707,755,joint,2022-11-20
1708,625,courant,2022-04-06
1709,3063,entreprise,2022-11-27
1710,2120,entreprise,2018-11-09
1711,1448,entreprise,2019-05-13
1712,1774,courant,2018-09-22
1713,1601,entreprise,2015-09-29
1714,2896,joint,2017-02-19
1715,2920,courant,2024-10-26
1716,2931,entreprise,2021-06-30
1717,1449,épargne,2022-11-01
1718,275,épargne,2021-05-20
1719,3234,épargne,2022-07-18
1720,2480,épargne,2021-09-19
1721,306,courant,2020-07-22
1722,2121,épargne,2023-04-23
1723,2552,épargne,2021-01-15
1724,3169,entreprise,2021-08-04
1725,1742,entreprise,2023-01-02
1726,1655,joint,2016-10-27
1727,648,épargne,2016-11-30
1728,2745,épargne,2025-04-12
1729,468,courant,2016-10-02
1730,1692,épargne,2023-06-10
1731,626,entreprise,2015-07-30
1732,1548,entreprise,2024-08-14
1733,2779,courant,2023-10-17
1734,220,entreprise,2016-11-03
1735,3114,épargne,2023-11-19
1736,1987,entreprise,2019-01-01
1737,1892,épargne,2016-09-12
1738,1288,épargne,2024-05-28
1739,844,joint,2020-08-16
1740,2522,joint,2019-04-18
1741,461,courant,2018-10-02
1742,631,épargne,2019-01-29
1743,1693,joint,2019-02-17
1744,2432,entreprise,2020-07-14
1745,558,joint,2019-05-09
1746,909,joint,2023-11-16
1747,1047,courant,2021-11-26
1748,1086,épargne,2021-10-15
1749,2081,courant,2021-06-12
1750,1694,joint,2025-06-20
1751,1403,entreprise,2023-04-30
1752,1997,entreprise,2023-06-26
1753,674,épargne,2024-11-11
1754,49,entreprise,2024-10-25
1755,90,courant,2023-02-22
1756,2489,joint,2021-04-19
1757,237,courant,2023-06-03
1758,2664,joint,2017-04-19
1759,455,épargne,2020-06-05
1760,2348,joint,2018-07-01
1761,719,épargne,2024-09-15
1762,1352,joint,2017-07-27
